,translationsCount,lexicalEntryCount,lexicalSenseCount,type,wiktionaryDumpVersion,dataSet,pageCount,observationLanguage
0,615333,273469,326832,http://purl.org/linked-data/cube#Observation,2021-01-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,294850,ru
0,615873,273581,327004,http://purl.org/linked-data/cube#Observation,2021-02-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,294981,ru
0,616786,273668,327167,http://purl.org/linked-data/cube#Observation,2021-02-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,295118,ru
0,625598,430763,485825,http://purl.org/linked-data/cube#Observation,2021-03-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,450536,ru
0,626778,430946,486242,http://purl.org/linked-data/cube#Observation,2021-03-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,450739,ru
0,627535,431007,486388,http://purl.org/linked-data/cube#Observation,2021-04-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,450817,ru
0,628726,431255,486827,http://purl.org/linked-data/cube#Observation,2021-04-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,451090,ru
0,629505,431340,486962,http://purl.org/linked-data/cube#Observation,2021-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,451185,ru
0,630593,431454,487186,http://purl.org/linked-data/cube#Observation,2021-05-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,451349,ru
0,95830,27125,31708,http://purl.org/linked-data/cube#Observation,2014-08-21,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,27310,ja
0,96359,27217,31825,http://purl.org/linked-data/cube#Observation,2014-09-09,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,27379,ja
0,96916,27313,31925,http://purl.org/linked-data/cube#Observation,2014-10-05,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,27480,ja
0,97955,27421,32044,http://purl.org/linked-data/cube#Observation,2014-11-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,27590,ja
0,98896,27562,32217,http://purl.org/linked-data/cube#Observation,2014-11-29,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,27726,ja
0,100078,27763,32452,http://purl.org/linked-data/cube#Observation,2015-01-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,27914,ja
0,101967,28275,32962,http://purl.org/linked-data/cube#Observation,2015-02-23,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,28388,ja
0,102219,28345,33107,http://purl.org/linked-data/cube#Observation,2015-02-24,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,28428,ja
0,102544,28485,33240,http://purl.org/linked-data/cube#Observation,2015-03-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,28592,ja
0,103447,28687,33435,http://purl.org/linked-data/cube#Observation,2015-04-13,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,28784,ja
0,106260,29161,33925,http://purl.org/linked-data/cube#Observation,2015-06-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,29276,ja
0,109600,29411,34194,http://purl.org/linked-data/cube#Observation,2015-07-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,29530,ja
0,110950,29946,34933,http://purl.org/linked-data/cube#Observation,2015-08-05,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,29974,ja
0,112319,30586,35590,http://purl.org/linked-data/cube#Observation,2015-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,30584,ja
0,113283,31211,36249,http://purl.org/linked-data/cube#Observation,2015-10-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,31145,ja
0,114132,31672,36877,http://purl.org/linked-data/cube#Observation,2015-11-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,31576,ja
0,114540,31947,37240,http://purl.org/linked-data/cube#Observation,2015-11-23,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,31813,ja
0,114746,32100,37398,http://purl.org/linked-data/cube#Observation,2015-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,31917,ja
0,115194,32306,37653,http://purl.org/linked-data/cube#Observation,2015-12-26,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,32100,ja
0,115984,32393,37776,http://purl.org/linked-data/cube#Observation,2016-01-11,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,32183,ja
0,116295,32564,37968,http://purl.org/linked-data/cube#Observation,2016-02-03,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,32353,ja
0,117650,32873,38281,http://purl.org/linked-data/cube#Observation,2016-03-04,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,32628,ja
0,117743,32873,38281,http://purl.org/linked-data/cube#Observation,2016-03-05,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,32628,ja
0,119865,33350,38911,http://purl.org/linked-data/cube#Observation,2016-04-07,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,33038,ja
0,120334,33633,39157,http://purl.org/linked-data/cube#Observation,2016-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,33305,ja
0,121497,33949,39461,http://purl.org/linked-data/cube#Observation,2016-06-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,33587,ja
0,122275,34203,39718,http://purl.org/linked-data/cube#Observation,2016-07-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,33832,ja
0,122510,34455,39904,http://purl.org/linked-data/cube#Observation,2016-08-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34054,ja
0,124765,34719,40141,http://purl.org/linked-data/cube#Observation,2016-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34302,ja
0,124886,34838,40246,http://purl.org/linked-data/cube#Observation,2016-09-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34406,ja
0,124940,34891,40292,http://purl.org/linked-data/cube#Observation,2016-10-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34453,ja
0,125030,34973,40366,http://purl.org/linked-data/cube#Observation,2016-10-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34514,ja
0,125266,35095,40478,http://purl.org/linked-data/cube#Observation,2016-11-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34617,ja
0,125551,35389,40782,http://purl.org/linked-data/cube#Observation,2016-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34876,ja
0,125739,35498,40886,http://purl.org/linked-data/cube#Observation,2016-12-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,34969,ja
0,126183,35571,40966,http://purl.org/linked-data/cube#Observation,2017-01-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35034,ja
0,126723,35726,41147,http://purl.org/linked-data/cube#Observation,2017-01-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35171,ja
0,127018,35793,41230,http://purl.org/linked-data/cube#Observation,2017-02-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35243,ja
0,127864,35961,41418,http://purl.org/linked-data/cube#Observation,2017-02-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35400,ja
0,128097,36073,41550,http://purl.org/linked-data/cube#Observation,2017-03-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,0,ja
0,128520,36166,41652,http://purl.org/linked-data/cube#Observation,2017-03-19,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,0,ja
0,128520,36166,41652,http://purl.org/linked-data/cube#Observation,2017-03-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35581,ja
0,128751,36226,41714,http://purl.org/linked-data/cube#Observation,2017-04-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35642,ja
0,129257,36420,41946,http://purl.org/linked-data/cube#Observation,2017-04-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35826,ja
0,129650,36588,42164,http://purl.org/linked-data/cube#Observation,2017-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,35949,ja
0,131503,37040,42674,http://purl.org/linked-data/cube#Observation,2017-05-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,36308,ja
0,132963,37165,42853,http://purl.org/linked-data/cube#Observation,2017-06-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,36431,ja
0,133842,37400,43102,http://purl.org/linked-data/cube#Observation,2017-06-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,36630,ja
0,134834,37576,43293,http://purl.org/linked-data/cube#Observation,2017-07-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,36763,ja
0,135823,37819,43529,http://purl.org/linked-data/cube#Observation,2017-07-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,37002,ja
0,136571,37917,43602,http://purl.org/linked-data/cube#Observation,2017-08-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,37083,ja
0,137192,38116,43789,http://purl.org/linked-data/cube#Observation,2017-08-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,37290,ja
0,137637,38190,43880,http://purl.org/linked-data/cube#Observation,2017-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,37350,ja
0,139884,38470,44175,http://purl.org/linked-data/cube#Observation,2017-09-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,37611,ja
0,140214,38646,44354,http://purl.org/linked-data/cube#Observation,2017-10-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,37738,ja
0,140890,38912,44607,http://purl.org/linked-data/cube#Observation,2017-10-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,37994,ja
0,141042,39092,44760,http://purl.org/linked-data/cube#Observation,2017-11-03,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,38165,ja
0,142149,39357,44973,http://purl.org/linked-data/cube#Observation,2017-11-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,38406,ja
0,143188,39440,45067,http://purl.org/linked-data/cube#Observation,2017-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,38498,ja
0,144039,40014,45580,http://purl.org/linked-data/cube#Observation,2017-12-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,39036,ja
0,144710,40281,45869,http://purl.org/linked-data/cube#Observation,2018-01-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,39297,ja
0,145012,40540,46170,http://purl.org/linked-data/cube#Observation,2018-01-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,39532,ja
0,146168,40633,46278,http://purl.org/linked-data/cube#Observation,2018-02-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,39615,ja
0,147064,40881,46578,http://purl.org/linked-data/cube#Observation,2018-02-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,39818,ja
0,147056,40962,46297,http://purl.org/linked-data/cube#Observation,2018-03-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,39898,ja
0,147481,41158,46544,http://purl.org/linked-data/cube#Observation,2018-03-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40081,ja
0,147482,41262,46668,http://purl.org/linked-data/cube#Observation,2018-04-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40163,ja
0,147673,41446,46883,http://purl.org/linked-data/cube#Observation,2018-04-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40328,ja
0,147950,41604,47092,http://purl.org/linked-data/cube#Observation,2018-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40476,ja
0,148385,41822,47352,http://purl.org/linked-data/cube#Observation,2018-05-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40674,ja
0,148832,41929,47485,http://purl.org/linked-data/cube#Observation,2018-06-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40767,ja
0,149195,42101,47680,http://purl.org/linked-data/cube#Observation,2018-06-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40903,ja
0,149638,42187,47790,http://purl.org/linked-data/cube#Observation,2018-07-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,40974,ja
0,148123,42436,48004,http://purl.org/linked-data/cube#Observation,2018-07-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41079,ja
0,148501,42495,48050,http://purl.org/linked-data/cube#Observation,2018-08-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41128,ja
0,148618,42538,48159,http://purl.org/linked-data/cube#Observation,2018-08-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41160,ja
0,148831,42555,48202,http://purl.org/linked-data/cube#Observation,2018-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41183,ja
0,148979,42584,48287,http://purl.org/linked-data/cube#Observation,2018-09-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41210,ja
0,149216,42614,48374,http://purl.org/linked-data/cube#Observation,2018-10-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41237,ja
0,149337,42705,48513,http://purl.org/linked-data/cube#Observation,2018-10-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41320,ja
0,149699,42765,48637,http://purl.org/linked-data/cube#Observation,2018-11-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41373,ja
0,150077,42859,48891,http://purl.org/linked-data/cube#Observation,2018-11-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41450,ja
0,150173,42891,49001,http://purl.org/linked-data/cube#Observation,2018-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41481,ja
0,150249,42958,49117,http://purl.org/linked-data/cube#Observation,2018-12-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41541,ja
0,150433,42998,49179,http://purl.org/linked-data/cube#Observation,2019-01-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41578,ja
0,151063,43074,49310,http://purl.org/linked-data/cube#Observation,2019-01-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41650,ja
0,151278,43125,49388,http://purl.org/linked-data/cube#Observation,2019-02-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41692,ja
0,152492,43217,49498,http://purl.org/linked-data/cube#Observation,2019-02-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41781,ja
0,153401,43301,49628,http://purl.org/linked-data/cube#Observation,2019-03-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41850,ja
0,153578,43384,49777,http://purl.org/linked-data/cube#Observation,2019-03-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,41926,ja
0,153616,43458,49888,http://purl.org/linked-data/cube#Observation,2019-04-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42002,ja
0,153737,43608,50051,http://purl.org/linked-data/cube#Observation,2019-04-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42124,ja
0,153825,43705,50172,http://purl.org/linked-data/cube#Observation,2019-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42215,ja
0,154199,43935,50451,http://purl.org/linked-data/cube#Observation,2019-05-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42447,ja
0,154263,43998,50545,http://purl.org/linked-data/cube#Observation,2019-06-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42493,ja
0,154505,44075,50659,http://purl.org/linked-data/cube#Observation,2019-06-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42572,ja
0,154511,44115,50723,http://purl.org/linked-data/cube#Observation,2019-07-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42624,ja
0,154673,44230,50959,http://purl.org/linked-data/cube#Observation,2019-07-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42783,ja
0,154754,44317,51072,http://purl.org/linked-data/cube#Observation,2019-08-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42849,ja
0,154785,44405,51258,http://purl.org/linked-data/cube#Observation,2019-08-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42929,ja
0,154906,44443,51372,http://purl.org/linked-data/cube#Observation,2019-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42960,ja
0,154946,44475,51514,http://purl.org/linked-data/cube#Observation,2019-09-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,42998,ja
0,154953,44498,51554,http://purl.org/linked-data/cube#Observation,2019-10-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43033,ja
0,155071,44543,51623,http://purl.org/linked-data/cube#Observation,2019-10-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43068,ja
0,155259,44580,51685,http://purl.org/linked-data/cube#Observation,2019-11-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43085,ja
0,155765,44644,51804,http://purl.org/linked-data/cube#Observation,2019-11-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43126,ja
0,156044,44663,51857,http://purl.org/linked-data/cube#Observation,2019-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43137,ja
0,156575,44707,51950,http://purl.org/linked-data/cube#Observation,2019-12-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43172,ja
0,156944,44841,52071,http://purl.org/linked-data/cube#Observation,2020-01-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43281,ja
0,157087,44932,52260,http://purl.org/linked-data/cube#Observation,2020-01-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43357,ja
0,157287,44965,52333,http://purl.org/linked-data/cube#Observation,2020-02-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43386,ja
0,157569,45054,52458,http://purl.org/linked-data/cube#Observation,2020-02-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43468,ja
0,157624,45123,52581,http://purl.org/linked-data/cube#Observation,2020-03-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43521,ja
0,158735,45436,53123,http://purl.org/linked-data/cube#Observation,2020-04-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43780,ja
0,159191,45549,53318,http://purl.org/linked-data/cube#Observation,2020-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43876,ja
0,159791,45646,53441,http://purl.org/linked-data/cube#Observation,2020-05-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43939,ja
0,160324,45709,53573,http://purl.org/linked-data/cube#Observation,2020-06-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,43997,ja
0,160779,45762,53723,http://purl.org/linked-data/cube#Observation,2020-06-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44035,ja
0,161775,45907,53991,http://purl.org/linked-data/cube#Observation,2020-07-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44163,ja
0,162091,45966,54063,http://purl.org/linked-data/cube#Observation,2020-08-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44205,ja
0,162561,46006,54146,http://purl.org/linked-data/cube#Observation,2020-08-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44246,ja
0,163008,46057,54246,http://purl.org/linked-data/cube#Observation,2020-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44283,ja
0,163267,46152,54390,http://purl.org/linked-data/cube#Observation,2020-09-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44373,ja
0,163516,46184,54446,http://purl.org/linked-data/cube#Observation,2020-10-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44397,ja
0,164107,46354,54668,http://purl.org/linked-data/cube#Observation,2020-10-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44540,ja
0,164490,46385,54707,http://purl.org/linked-data/cube#Observation,2020-11-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44560,ja
0,165221,46519,54873,http://purl.org/linked-data/cube#Observation,2020-11-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44680,ja
0,165458,46607,54993,http://purl.org/linked-data/cube#Observation,2020-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44751,ja
0,166330,46835,55240,http://purl.org/linked-data/cube#Observation,2020-12-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44948,ja
0,161085,45822,53853,http://purl.org/linked-data/cube#Observation,2020-07-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44089,ja
0,166647,46870,55314,http://purl.org/linked-data/cube#Observation,2021-01-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,44992,ja
0,166907,46907,55388,http://purl.org/linked-data/cube#Observation,2021-01-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45024,ja
0,167445,46929,55434,http://purl.org/linked-data/cube#Observation,2021-02-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45044,ja
0,167752,47002,55536,http://purl.org/linked-data/cube#Observation,2021-02-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45104,ja
0,168227,47037,55607,http://purl.org/linked-data/cube#Observation,2021-03-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45140,ja
0,168821,47185,55827,http://purl.org/linked-data/cube#Observation,2021-03-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45272,ja
0,169484,47253,55906,http://purl.org/linked-data/cube#Observation,2021-04-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45339,ja
0,170414,47300,55996,http://purl.org/linked-data/cube#Observation,2021-04-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45382,ja
0,170694,47353,56067,http://purl.org/linked-data/cube#Observation,2021-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45426,ja
0,171301,47442,56170,http://purl.org/linked-data/cube#Observation,2021-05-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,45495,ja
0,7243,1830,2487,http://purl.org/linked-data/cube#Observation,2015-06-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1816,la
0,7243,1830,2487,http://purl.org/linked-data/cube#Observation,2015-07-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1816,la
0,7204,1831,2487,http://purl.org/linked-data/cube#Observation,2015-08-05,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1817,la
0,7205,1832,2488,http://purl.org/linked-data/cube#Observation,2015-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1818,la
0,7203,1832,2490,http://purl.org/linked-data/cube#Observation,2015-10-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1818,la
0,7211,1833,2492,http://purl.org/linked-data/cube#Observation,2015-11-02,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1819,la
0,7196,1834,2493,http://purl.org/linked-data/cube#Observation,2015-11-23,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1820,la
0,7196,1834,2493,http://purl.org/linked-data/cube#Observation,2015-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1820,la
0,7196,1836,2496,http://purl.org/linked-data/cube#Observation,2015-12-26,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1822,la
0,4344,1269,1706,http://purl.org/linked-data/cube#Observation,2021-06-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1262,la
0,7214,1843,2506,http://purl.org/linked-data/cube#Observation,2016-01-11,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1829,la
0,7215,1844,2508,http://purl.org/linked-data/cube#Observation,2016-02-03,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1830,la
0,7057,1791,2434,http://purl.org/linked-data/cube#Observation,2016-03-04,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1779,la
0,7057,1791,2434,http://purl.org/linked-data/cube#Observation,2016-03-05,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1779,la
0,6813,1748,2374,http://purl.org/linked-data/cube#Observation,2016-04-07,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1735,la
0,6496,1718,2318,http://purl.org/linked-data/cube#Observation,2016-05-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1705,la
0,6236,1687,2264,http://purl.org/linked-data/cube#Observation,2016-06-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1674,la
0,6068,1657,2222,http://purl.org/linked-data/cube#Observation,2016-07-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1644,la
0,5927,1618,2174,http://purl.org/linked-data/cube#Observation,2016-08-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1606,la
0,5866,1594,2144,http://purl.org/linked-data/cube#Observation,2016-09-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1582,la
0,5827,1579,2123,http://purl.org/linked-data/cube#Observation,2016-09-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1567,la
0,5791,1572,2113,http://purl.org/linked-data/cube#Observation,2016-10-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1560,la
0,5746,1563,2105,http://purl.org/linked-data/cube#Observation,2016-10-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1551,la
0,5711,1556,2098,http://purl.org/linked-data/cube#Observation,2016-11-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1544,la
0,5632,1535,2066,http://purl.org/linked-data/cube#Observation,2016-12-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1523,la
0,5631,1530,2061,http://purl.org/linked-data/cube#Observation,2016-12-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1518,la
0,5547,1511,2034,http://purl.org/linked-data/cube#Observation,2017-01-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1499,la
0,5524,1501,2015,http://purl.org/linked-data/cube#Observation,2017-01-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1489,la
0,5518,1498,2012,http://purl.org/linked-data/cube#Observation,2017-02-01,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1486,la
0,5469,1476,1981,http://purl.org/linked-data/cube#Observation,2017-02-20,http://kaiko.getalp.org/dbnary/statistics/dbnaryStatisticsCube,1464,la
