,wiktionaryDumpVersion,translationsWithNoGloss,translationsWithSenseNumberAndTextualGloss,translationsWithSenseNumber,translationsWithTextualGloss,dataSet,observationLanguage,type
0,2020-07-01,15108,0,0,319,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-07-20,15125,0,0,309,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-08-01,15127,0,0,314,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-06-01,17501,0,0,449,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-07-01,302,181095,324,735,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-07-20,302,182448,316,735,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-08-01,302,183532,316,735,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-08-20,308,185379,317,692,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-09-01,308,186443,318,691,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-09-20,306,187806,325,689,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-10-01,307,188486,326,683,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-10-20,313,194272,384,689,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-11-01,313,194819,381,689,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-11-20,313,196026,381,674,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-12-01,313,196607,379,676,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-12-20,314,197707,379,678,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-01-01,315,198164,379,682,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-01-20,315,199139,391,684,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-02-01,317,199555,391,683,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-02-20,317,200747,393,674,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-03-01,308,201144,395,674,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-03-20,308,201913,392,674,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-04-01,310,202343,393,674,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-04-20,310,203290,399,676,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-05-01,309,203673,399,676,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-05-20,300,204212,397,675,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2021-06-01,300,204398,397,676,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,fi,http://purl.org/linked-data/cube#Observation
0,2020-07-01,9453,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-07-20,9460,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-08-01,9460,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-08-20,9465,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-09-01,9466,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-09-20,9467,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-10-01,9468,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-10-20,9467,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-11-01,9465,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-11-20,9465,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-12-01,9465,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-12-20,9465,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-01-01,9442,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-01-20,9443,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-02-01,9443,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-02-20,9447,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-03-01,9443,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-03-20,9573,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-04-01,9574,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-04-20,9570,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-05-01,9568,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-05-20,9566,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2021-06-01,9566,0,0,0,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,id,http://purl.org/linked-data/cube#Observation
0,2020-08-20,15167,0,0,340,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-09-01,15186,0,0,349,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-09-20,15191,0,0,326,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-10-01,15176,0,0,326,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-10-20,15257,0,0,339,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-11-01,15292,0,0,352,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-11-20,15394,0,0,352,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-12-01,15432,0,0,352,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-12-20,15578,0,0,352,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-01-01,15662,0,0,352,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-01-20,15819,0,0,386,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-02-01,15926,0,0,386,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-02-20,16096,0,0,399,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-03-01,16236,0,0,426,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-03-20,16509,0,0,436,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-04-01,16699,0,0,448,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-04-20,16816,0,0,448,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-05-01,16988,0,0,448,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2021-05-20,17288,0,0,448,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,bg,http://purl.org/linked-data/cube#Observation
0,2020-07-01,2075,0,677498,498,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-07-20,2079,0,679271,501,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-08-01,2074,0,680443,501,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-08-20,2116,0,683532,500,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-09-01,2132,0,687357,500,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-09-20,2199,0,693835,500,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-10-01,2207,0,696287,499,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2021-06-01,3018,0,756980,501,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-07-01,145982,12,17,17706,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-07-20,147189,12,17,17895,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-08-01,147949,12,17,17980,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-08-20,148597,12,17,18252,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-09-01,149021,12,17,18336,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-09-20,149701,12,17,18604,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-10-01,150005,12,17,18657,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-10-20,150480,12,17,18729,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-11-01,150884,12,17,18718,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-11-20,151418,12,17,18794,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-12-01,151531,12,17,18886,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-12-20,151974,12,17,18964,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-01-01,152195,12,17,18992,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-01-20,152451,12,17,19071,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-02-01,152776,12,17,19126,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-02-20,152606,12,11,19265,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-03-01,152671,12,11,19295,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-03-20,152776,12,11,19417,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-04-01,152858,12,11,19489,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-04-20,153039,12,11,19537,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-05-01,152554,12,11,19516,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-05-20,152697,12,11,19656,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2021-06-01,152569,12,11,19652,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,el,http://purl.org/linked-data/cube#Observation
0,2020-10-20,2232,0,700830,500,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-11-01,2247,0,702878,503,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-11-20,2259,0,707139,507,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
0,2020-12-01,2260,0,711843,506,http://kaiko.getalp.org/dbnary/statistics/translationGlossesCube,de,http://purl.org/linked-data/cube#Observation
